ID,sent_id,annotation_utt_score,annotation_sent,mean,median,position_avg,length_avg,intensity_avg,diff_mean,diff_median,diff_position,diff_length,diff_intensity
ParlaMint-SI_2010-09-07-SDZ5-Izredna-28.u90,ParlaMint-SI_2010-09-07-SDZ5-Izredna-28.seg398.1,2.0,2.240412235260009,2.8388806184132886,2.636968612670898,3.0720220804214478,2.8082304358482357,2.9609406566648944,0.8388806184132886,0.636968612670898,1.0720220804214478,0.8082304358482357,0.9609406566648944
ParlaMint-SI_2010-09-07-SDZ5-Izredna-28.u90,ParlaMint-SI_2010-09-07-SDZ5-Izredna-28.seg398.2,2.0,2.636968612670898,2.8388806184132886,2.636968612670898,3.0720220804214478,2.8082304358482357,2.9609406566648944,0.8388806184132886,0.636968612670898,1.0720220804214478,0.8082304358482357,0.9609406566648944
ParlaMint-SI_2010-09-07-SDZ5-Izredna-28.u90,ParlaMint-SI_2010-09-07-SDZ5-Izredna-28.seg398.3,2.0,3.63926100730896,2.8388806184132886,2.636968612670898,3.0720220804214478,2.8082304358482357,2.9609406566648944,0.8388806184132886,0.636968612670898,1.0720220804214478,0.8082304358482357,0.9609406566648944
ParlaMint-SI_2011-06-16-SDZ5-Redna-29.u107,ParlaMint-SI_2011-06-16-SDZ5-Redna-29.seg382.1,3.0,4.084590435028076,3.4918177922566733,3.340635776519775,3.3194239139556885,3.2655845642089845,3.546157940535841,0.4918177922566733,0.34063577651977495,0.3194239139556885,0.26558456420898446,0.5461579405358412
ParlaMint-SI_2011-06-16-SDZ5-Redna-29.u107,ParlaMint-SI_2011-06-16-SDZ5-Redna-29.seg383.1,3.0,3.340635776519775,3.4918177922566733,3.340635776519775,3.3194239139556885,3.2655845642089845,3.546157940535841,0.4918177922566733,0.34063577651977495,0.3194239139556885,0.26558456420898446,0.5461579405358412
ParlaMint-SI_2011-06-16-SDZ5-Redna-29.u107,ParlaMint-SI_2011-06-16-SDZ5-Redna-29.seg383.2,3.0,3.050227165222168,3.4918177922566733,3.340635776519775,3.3194239139556885,3.2655845642089845,3.546157940535841,0.4918177922566733,0.34063577651977495,0.3194239139556885,0.26558456420898446,0.5461579405358412
ParlaMint-SI_2011-06-21-SDZ5-Redna-29.u178,ParlaMint-SI_2011-06-21-SDZ5-Redna-29.seg631.1,5.0,4.084590435028076,3.2353112856547037,3.166192293167114,3.2508701662222546,3.0539200416156556,3.400855054799952,1.7646887143452963,1.8338077068328862,1.7491298337777454,1.9460799583843444,1.599144945200048
ParlaMint-SI_2011-06-21-SDZ5-Redna-29.u178,ParlaMint-SI_2011-06-21-SDZ5-Redna-29.seg632.1,5.0,4.434102535247803,3.2353112856547037,3.166192293167114,3.2508701662222546,3.0539200416156556,3.400855054799952,1.7646887143452963,1.8338077068328862,1.7491298337777454,1.9460799583843444,1.599144945200048
ParlaMint-SI_2011-06-21-SDZ5-Redna-29.u178,ParlaMint-SI_2011-06-21-SDZ5-Redna-29.seg632.2,5.0,2.148437976837158,3.2353112856547037,3.166192293167114,3.2508701662222546,3.0539200416156556,3.400855054799952,1.7646887143452963,1.8338077068328862,1.7491298337777454,1.9460799583843444,1.599144945200048
ParlaMint-SI_2011-06-21-SDZ5-Redna-29.u178,ParlaMint-SI_2011-06-21-SDZ5-Redna-29.seg633.1,5.0,2.482481241226196,3.2353112856547037,3.166192293167114,3.2508701662222546,3.0539200416156556,3.400855054799952,1.7646887143452963,1.8338077068328862,1.7491298337777454,1.9460799583843444,1.599144945200048
ParlaMint-SI_2011-06-21-SDZ5-Redna-29.u178,ParlaMint-SI_2011-06-21-SDZ5-Redna-29.seg633.2,5.0,2.830100059509277,3.2353112856547037,3.166192293167114,3.2508701662222546,3.0539200416156556,3.400855054799952,1.7646887143452963,1.8338077068328862,1.7491298337777454,1.9460799583843444,1.599144945200048
ParlaMint-SI_2011-06-21-SDZ5-Redna-29.u178,ParlaMint-SI_2011-06-21-SDZ5-Redna-29.seg633.3,5.0,2.493680238723755,3.2353112856547037,3.166192293167114,3.2508701662222546,3.0539200416156556,3.400855054799952,1.7646887143452963,1.8338077068328862,1.7491298337777454,1.9460799583843444,1.599144945200048
ParlaMint-SI_2011-06-21-SDZ5-Redna-29.u178,ParlaMint-SI_2011-06-21-SDZ5-Redna-29.seg633.4,5.0,3.364485740661621,3.2353112856547037,3.166192293167114,3.2508701662222546,3.0539200416156556,3.400855054799952,1.7646887143452963,1.8338077068328862,1.7491298337777454,1.9460799583843444,1.599144945200048
ParlaMint-SI_2011-06-21-SDZ5-Redna-29.u178,ParlaMint-SI_2011-06-21-SDZ5-Redna-29.seg633.5,5.0,3.282059669494629,3.2353112856547037,3.166192293167114,3.2508701662222546,3.0539200416156556,3.400855054799952,1.7646887143452963,1.8338077068328862,1.7491298337777454,1.9460799583843444,1.599144945200048
ParlaMint-SI_2011-06-21-SDZ5-Redna-29.u178,ParlaMint-SI_2011-06-21-SDZ5-Redna-29.seg633.6,5.0,3.628174781799316,3.2353112856547037,3.166192293167114,3.2508701662222546,3.0539200416156556,3.400855054799952,1.7646887143452963,1.8338077068328862,1.7491298337777454,1.9460799583843444,1.599144945200048
